State,Visits,Value
000000000000000020100011020202102010210201,1,-1.0
000000000000000120100011020202102012210201,1,-1.0
000000001000000120100011020202102012210221,1,-1.0
000000000000000000000000000002001000201201,1,-1.0
000000000000000000000000010002021000201201,1,-1.0
000000000000000000000000010202021010201201,1,-1.0
000000000002000000100000010202021010201201,1,-1.0
000000000002000000100020010202021010201211,1,-1.0
000000000002000100100020010202021012201211,1,-1.0
000000000002000100102020110202021012201211,1,-1.0
000000000002020101102020110202021012201211,1,-1.0
000000000000000000000000000000000000021201,2,1.0
000000000000000000000000000200000010021201,1,1.0
000000000000000000000000000200120010021201,1,1.0
000000000000000000000002000200120011021201,1,1.0
000000000000000020000002100200120011021201,1,1.0
000000000000000022000002100210120011021201,1,1.0
000000000120000022000002100210120011021201,1,1.0
000000000120002022000102100210120011021201,1,1.0
001200000120002022000102100210120011021201,1,1.0
001200000120002022002102100210121011021201,1,1.0
001200000120022022002102100210121011121201,1,1.0
001200100120022022002102100210121011121221,1,1.0
001200120120022022002102100211121011121221,1,1.0
101200120120022022002122100211121011121221,1,1.0
101200122120022122002122100211121011121221,1,1.0
111200122120022122002122100211121211121221,1,1.0
111200122120022122202122110211121211121221,1,1.0
111200122120022122222122111211121211121221,1,1.0
000000000000000000100000010000022000021201,1,-1.0
000000000000000000100000210000122000021201,1,-1.0
000020000001000000100000210000122000021201,1,-1.0
000020000001000000100000210200122010021201,1,-1.0
000020000001000001100002210200122010021201,1,-1.0
000020000001000001100002210200122210021211,1,-1.0
000020000021000001100002211200122210021211,1,-1.0
000020000021000021110002211200122210021211,1,-1.0
000000000000000000000000000000000000210120,3,-0.3333333333333333
000000000000000000000000000000002100210120,1,1.0
000000000000000000000000020000102100210120,1,1.0
000000000000000000000000022000102100210121,1,1.0
000000000000000000200000022001102100210121,1,1.0
000000000002000000200000022001102110210121,1,1.0
000000000000000000000000000000001000020102,1,-1.0
000000000000000000000000020000001001020102,1,-1.0
000000000002000000100000020000001001020102,1,-1.0
000000000002000000100000020000201001120102,1,-1.0
000000000002000000100001020002201001120102,1,-1.0
000000000002000000100021020002201011120102,1,-1.0
000000000002000100100021020202201011120102,1,-1.0
000000000002000100101021020222201011120102,1,-1.0
020000001002000100101021020222201011120102,1,-1.0
020000001002000100101021020222201011122112,1,-1.0
000000000000000000000000000000000001201200,2,1.0
000000000000000000000200000010000001201200,1,1.0
000000000000000000000200000012001001201200,1,1.0
000000000000000000000210020012001001201200,1,1.0
000000000002000000100210020012001001201200,1,1.0
000000000002000000100210020012021001201201,1,1.0
000020000002001000100210020012021001201201,1,1.0
000020000002001000100210020012221001211201,1,1.0
000020000002001000100212120012221001211201,1,1.0
000020000002001102100212120012221001211201,1,1.0
000000000000000000000000000000000002000001,1,-1.0
000000000000000000000000000000000002000121,1,-1.0
000000000000000000000000000000001002002121,1,-1.0
000000000000000000000000000000001022012121,1,-1.0
000000000000000000000000000000101222012121,1,-1.0
000000000000000000000002001000101222012121,1,-1.0
000000000000000000200002011000101222012121,1,-1.0
000000000000000000220002011000111222012121,1,-1.0
000000000000000002220002111000111222012121,1,-1.0
000000000000000000000020000001000000201000,1,-1.0
000000000000000000000020000001000000201201,1,-1.0
000000000000000000000020000001010000201221,1,-1.0
000000000000000002000020100001010000201221,1,-1.0
000000000000000002000020100001010210201221,1,-1.0
000000000020000002000020100101010210201221,1,-1.0
000000000000000000000000000002020000211001,1,-1.0
000000000000000000000000000002020000211211,1,-1.0
000000000000000000000000000002120020211211,1,-1.0
000000000000000000000002000002120120211211,1,-1.0
000000000000000000020002001002120120211211,1,-1.0
000000000000000020020002001102120120211211,1,-1.0
000000000000000020022002001102121120211211,1,-1.0
000000000000000020022002211102121120211211,1,-1.0
000000000000000000000000000000200000012010,1,-1.0
000000000000000000000000000000210000012012,1,-1.0
000000000000000000000000000020210001012012,1,-1.0
000000000000000000000000000020210201112012,1,-1.0
000000000000000002000000100020210201112012,1,-1.0
000000000000000002000000101022210201112012,1,-1.0
000000000000000002000120101022210201112012,1,-1.0
000000000020001002000120101022210201112012,1,-1.0
200000010020001002000120101022210201112012,1,-1.0
200000010020001102000122101022210201112012,1,-1.0
200200010020001112000122101022210201112012,1,-1.0
200200012020001112010122101022210201112012,1,-1.0
210200012020201112010122101022210201112012,1,-1.0
210200012020201112010122101022210211112212,1,-1.0
000000000000000000000000200000020000011000,1,-1.0
000000000000000000000000200000020000111200,1,-1.0
000000000000000000000000000000020100001020,1,-1.0
000000000000000000000000000000020101001220,1,-1.0
000000000000000000000000000000220101011220,1,-1.0
000000000000000000000000000000010200211020,1,1.0
000000000000000002000000100000010200211020,1,1.0
000000000000000002000000101000210200211020,1,1.0
000000000010000002000000101002210200211020,1,1.0
000000000010000002000012101002210200211020,1,1.0
000000000010000022000012101002210201211020,1,1.0
000000000210000022010012101002210201211020,1,1.0
000000000000000000000000000000000200001120,1,-1.0
000000000000000000000000002000010200001120,1,-1.0
000000000000000000010000202000010200001120,1,-1.0
000000000000000000010000222000011200001120,1,-1.0
000000000000000002010000222000011200101120,1,-1.0
000000000000000000000000000000020000001120,1,-1.0
000000000000000000000000000000020200101120,1,-1.0
000000000000000000000002000000100000021000,1,-1.0
000000000000000000000002000000110000021002,1,-1.0
000000000000000000000002000000110200021012,1,-1.0
000000000000000000020002001000110200021012,1,-1.0
000000000000000002020002101000110200021012,1,-1.0
000000000020000012020002101000110200021012,1,-1.0
000000000020000012020002101000110221021012,1,-1.0
000000000020000012020002101210110221021012,1,-1.0
000000000020200012021002101210110221021012,1,-1.0
000000000020210012021202101210110221021012,1,-1.0
000100000220210012021202101210110221021012,1,-1.0
000101200220210012021202101210110221021012,1,-1.0
002101200220211012021202101210110221021012,1,-1.0
002101220220211012021202101210110221121012,1,-1.0
000000000000000000000000000002000000100120,1,-1.0
000000000000000000000000000002000000112120,1,-1.0
000000000000000000000000000002120000112120,1,-1.0
000000000000000000000000020002121000112120,1,-1.0
000000000000000000000000120002121000112122,1,-1.0
000000000000000000000000000000010000201002,2,1.0
000000000000000000000000000000010001221002,1,1.0
000000000000000002000000100000010001221002,1,1.0
000000000000000002000000100001210001221002,1,1.0
000000000000000002000012100001210001221002,1,1.0
000000000020000012000012100001210001221002,1,1.0
000000000020000012000012100021210011221002,1,1.0
000000000020000212000012100021210011221012,1,1.0
000000000020000212000012100021212011221112,1,1.0
000000000020000212000012120121212011221112,1,1.0
000100000020000212000012120121212211221112,1,1.0
000000000000000000000000000002000000102100,1,1.0
000000000000000000000020000002001000102100,1,1.0
000000000000000000200020010002001000102100,1,1.0
000000000002000100200020010002001000102100,1,1.0
000000000002000100200020010002001002102101,1,1.0
000000000002000100200020010202001012102101,1,1.0
000000002002000100200020010212001012102101,1,1.0
000010002002000100200020010212021012102101,1,1.0
000010002002000100200020010212021212102111,1,1.0
000010002002000100200020112212021212102111,1,1.0
000010002002000100221020112212021212102111,1,1.0
000010002002100102221020112212021212102111,1,1.0
000011002022100102221020112212021212102111,1,1.0
000111002022100102221220112212021212102111,1,1.0
000111202022110102221220112212021212102111,1,1.0
010111202022110102221220112212021212122111,1,1.0
010111222022111102221220112212021212122111,1,1.0
010111222022111102221222112212121212122111,1,1.0
000000000000000000000000000000000020000001,2,1.0
000000000000000000000000000000000020001021,1,1.0
000000000000000000000000000000000020211021,1,1.0
000000000000000000000000000102000020211021,1,1.0
000000000000000000000020000102100020211021,1,1.0
000000000000000200000021000102100020211021,1,1.0
000000000000000000000000200000010000201201,1,1.0
000000000000000002000000200000010001201201,1,1.0
000000000020000002000000200000011001201201,1,1.0
000100000020000002000000200000011021201201,1,1.0
000100000020000002200000210000011021201201,1,1.0
000100000020000002200000210201011021201201,1,1.0
000100000020000002201000210221011021201201,1,1.0
000100000020000002201210210221011021201201,1,1.0
000100000020001202201210210221011021201201,1,1.0
020100001020001202201210210221011021201201,1,1.0
020100021020001202201210210221011021201211,1,1.0
020100221020011202201210210221011021201211,1,1.0
020100221020011202201210210221211021211211,1,1.0
000000000000000000000000020000001000002100,4,-0.5
000000000000000000000000020000011000022100,1,-1.0
000000000000000000000000020000111002022100,1,-1.0
000000000000000000000000020000111002122120,1,-1.0
000000000000000000000000020000001000020100,1,-1.0
000000000000000000200000020000001000021100,1,-1.0
000000000000000000200000020000001000021112,1,-1.0
000000000000000000200000020000011020021112,1,-1.0
000000000001000000200000020200011020021112,1,-1.0
000000000001000000201000220200011020021112,1,-1.0
000000000001000000201000220200111220021112,1,-1.0
000000000000000000000000000000000000022101,1,1.0
000000000000000000000000000000000002122101,1,1.0
000000000000000000000000020000001002122101,1,1.0
000000000000000000100000020000201002122101,1,1.0
000000000000000000100001020000221002122101,1,1.0
000000000000000020100001120000221002122101,1,1.0
000000000000000021100001120000221002122121,1,1.0
000000000001000021100001120002221002122121,1,1.0
000000000011000021100001120022221002122121,1,1.0
000000000000000000000000000000002000012100,1,1.0
000000000000000000000000200000012000012100,1,1.0
000000000000000002000000200000012000112100,1,1.0
000000000000000002000000220001012000112100,1,1.0
000000000000000202000010220001012000112100,1,1.0
000000000020000202000010220001012000112101,1,1.0
000200000020000202100010220001012000112101,1,1.0
000000000000000000100000020000201000210120,1,-1.0
000000000000000020100001020000201000210120,1,-1.0
000000000000000020100001020001201002210120,1,-1.0
000000000000000020100001022001201102210120,1,-1.0
000000000000000020100011022001201102210122,1,-1.0
000000002000000120100011022001201102210122,1,-1.0
000000002000000120110011022001201122210122,1,-1.0
000000002200000120110011022101201122210122,1,-1.0
000020002201000120110011022101201122210122,1,-1.0
010020002201200120110011022101201122210122,1,-1.0
012021002201200120110011022101201122210122,1,-1.0
012021002201220120111011022101201122210122,1,-1.0
012021002201220120111011022111201122212122,1,-1.0
000000000000000000000000100000022000001201,1,1.0
000000000000000000000000110000022000201201,1,1.0
000000000000000001000000110000022020201201,1,1.0
000200000010000001000000110000022020201201,1,1.0
000200000010000001000000110201022020201201,1,1.0
000200000010000001001000110201022022201201,1,1.0
000200000010010001001020110201022022201201,1,1.0
000200000010010201001020110211022022201201,1,1.0
000200100010010201001220110211022022201201,1,1.0
020200101010010201001220110211022022201201,1,1.0
020200101010010201001220110211022222201211,1,1.0
000000000000000000000000000000200000012100,1,-1.0
000000000000000000000000000000221000012100,1,-1.0
000000000000000000000000210000221000012100,1,-1.0
000000000000000000000000000000020000001012,1,-1.0
000000000000000000000000000000020010021012,1,-1.0
000000000000000000000000100000020010221012,1,-1.0
000000000000000000002000100100020010221012,1,-1.0
000000000000000002002000100100120010221012,1,-1.0
000000000000020002002000100101120010221012,1,-1.0
000000100000020002002000100101120010221212,1,-1.0
000000100000020002002000102101120110221212,1,-1.0
000000100000220002012000102101120110221212,1,-1.0
000000100000220002012002102101121110221212,1,-1.0
000000000000000000000000000000000200002011,1,1.0
000000000000000000000000002000010200002011,1,1.0
000000000000000000020000102000010200002011,1,1.0
000000000000200001020000102000010200002011,1,1.0
000000000000000000000000000000000020012001,1,1.0
000000000000000000000000000100200020012001,1,1.0
000000000000000000000001000100220020012001,1,1.0
000000000000000010000001200100220020012001,1,1.0
000000000100000012000001200100220020012001,1,1.0
000000000000000000000000000001000000200102,1,-1.0
000000000000000000000010000001000020200102,1,-1.0
000000000000000000000010000201000021200102,1,-1.0
000000000000000200001010000201000021200102,1,-1.0
000000000000000200001010000201002021200112,1,-1.0
000000000000000200001010000201002021212112,1,-1.0
000000000000000200001010002201002121212112,1,-1.0
000000000000000200011010022201002121212112,1,-1.0
000000000000000200111010022201022121212112,1,-1.0
000000000002000200111010122201022121212112,1,-1.0
000000000000000000000000000000000010020201,1,-1.0
000000000000000000000000000100000010022201,1,-1.0
000000000000000000000000000000002000011200,1,-1.0
000000000000000000000000010000002000211200,1,-1.0
000000000000000000000000010000122000211200,1,-1.0
000000000000000020000001010000122000211200,1,-1.0
000000000000000020000001110000122000211202,1,-1.0
000000000000000020000001110002122010211202,1,-1.0
000000000000000000000002000000120000211000,1,1.0
000000000000000000000002000000120000211210,1,1.0
000000000000000000000002000000120200211211,1,1.0
000000000000000000000002100000122200211211,1,1.0
000000000000000000000002101000122220211211,1,1.0
000000000000000000000000000000000002002011,1,-1.0
000000000000000000000000000000020002012011,1,-1.0
000000000000000002000000100000020002012011,1,-1.0
000000000000000002000000100000120002212011,1,-1.0
000000000000000002000001100000120022212011,1,-1.0
000000000000000001200000220000011000002100,1,-1.0
000000000000000001200000220000011200002110,1,-1.0
000000000000000001200000221000011202002110,1,-1.0
000000000002000001200000221000011202102110,1,-1.0
000010000002000001200000221000011202102112,1,-1.0
000010000002000001200000221021011202102112,1,-1.0
000010000002000201200010221021011202102112,1,-1.0
000010000012000201200210221021011202102112,1,-1.0
000010000012001201200210221021011222102112,1,-1.0
000010001012001201200210221221011222102112,1,-1.0
000010001012001201221210221221011222102112,1,-1.0
000110001012201201221210221221011222102112,1,-1.0
000111001012221201221210221221011222102112,1,-1.0
000000000000000000000000000000010000021002,1,-1.0
000000000000000000000000100000010000021022,1,-1.0
000000000000000000000000100000010120021022,1,-1.0
000000000000000000000000000000002010000102,1,-1.0
000000000000000000000000010000002010002102,1,-1.0
000000000000000000100000010000022010002102,1,-1.0
000020000001000000100000010000022010002102,1,-1.0
000020000001000000102000010100022010002102,1,-1.0
000020000001000002102000110100022010002102,1,-1.0
000020000001000002102000110100022010102122,1,-1.0
000020000001000002102000110102022011102122,1,-1.0
000020000021000002102010110102022011102122,1,-1.0
000020000021000002102010110112022011122122,1,-1.0
000000000000000000000000000000002000001102,1,-1.0
000000000000000000000000000000002000011122,1,-1.0
000000000000000000000000000000010000102020,1,-1.0
000000000000000000000000000000010200102120,1,-1.0
000000000000000000020000001000010200102120,1,-1.0
000000000000000002020000101000010200102120,1,-1.0
000000000000000002020000101000010220102121,1,-1.0
000000000000000002020020101001010220102121,1,-1.0
000000000000000002020020101101012220102121,1,-1.0
000000000000000000000000000002000100120210,1,-1.0
000000000000000000000000000002100100122210,1,-1.0
000000000000000000020000001002100100122210,1,-1.0
000000000000000000020000001002120100122211,1,-1.0
000000000000000000020002101002120100122211,1,-1.0
000000000000000010020002101002120120122211,1,-1.0
000000000000000000000000220000011000001200,1,-1.0
000000000000000001000000220000011002001200,1,-1.0
000000000000000001100000220000011002201200,1,-1.0
000000000000000001100000220002011002201201,1,-1.0
000000000002000001100010220002011002201201,1,-1.0
000000000002000101100010220002011022201201,1,-1.0
000020000002000101100010220012011022201201,1,-1.0
000020000002000101100110220212011022201201,1,-1.0
000020002002001101100110220212011022201201,1,-1.0
000000000000000000000000000000000002010000,2,-1.0
000000000000000000000000000000000002011200,1,-1.0
000000000000000000000000000000001002211200,1,-1.0
000000000000000000000000010000201002211200,1,-1.0
000000000002000000100000010000201002211200,1,-1.0
000000000002000000100001010020201002211200,1,-1.0
000000000002000000100001010022211002211200,1,-1.0
000000000002000000100021110022211002211200,1,-1.0
000000000000000000000000000002000000210100,1,-1.0
000000000000000000000010000002000000210120,1,-1.0
000000000000000000000010000002201000210120,1,-1.0
000000000000000200000010010002201000210120,1,-1.0
000000000000000000000000000000000000200001,1,1.0
000000000000000000000000000000000010202001,1,1.0
000000000000000000002000000100000010202001,1,1.0
000000000000000000002000000100000010222101,1,1.0
000000000000000000002000000100001012222101,1,1.0
000000000000000000000000000000200002112001,1,1.0
000000000000000000000000000000220002112011,1,1.0
000000000000000000000000000001220202112011,1,1.0
000000000000000200000010000001220202112011,1,1.0
000000000000000200000011200001220202112011,1,1.0
000000000000000201000011202001220202112011,1,1.0
000000000010000201000011202001220222112011,1,1.0
000000000010000211000011202021220222112011,1,1.0
000000000010000211020011202121220222112011,1,1.0
000000000010100211022011202121220222112011,1,1.0
000001000010100211022211202121220222112011,1,1.0
000001000110102211022211202121220222112011,1,1.0
000000000000000000000000000000210000012000,1,1.0
000000000000000000000000000000210002012010,1,1.0
000000000000000000000000000000210022012011,1,1.0
000000000000000002000000100000210022012011,1,1.0
000000000000000002000002100100210022012011,1,1.0
000000000000000022001002100100210022012011,1,1.0
000000000200010022001002100100210022012011,1,1.0
000000000000000000000000000000000000000210,4,-0.5
000000000000000000000000000000002000100210,1,-1.0
000000000000000000000000000000002000121210,1,-1.0
000000000000000000000000000000102200121210,1,-1.0
000000000000000000000000010000122200121210,1,-1.0
000000000000000000000001210000122200121210,1,-1.0
000000000000000001000001212000122200121210,1,-1.0
000000000000000001020001212000122201121210,1,-1.0
000000000000000000000000000000020000102001,1,1.0
000000000000000000000000200000020010102001,1,1.0
000000000000000002000000200000020010102011,1,1.0
000000000000000000000000000000200000011020,1,-1.0
000000000000000000000000000000200000111220,1,-1.0
000000000000000000000000000000001200001212,1,-1.0
000000000000000000000000000000001201021212,1,-1.0
000000000000000000000000020000101201021212,1,-1.0
000000000000000000020000021000101201021212,1,-1.0
000000000000000000220000021000111201021212,1,-1.0
000000000001000000220000221000111201021212,1,-1.0
000000000001200001220000221000111201021212,1,-1.0
000002000001200001220001221000111201021212,1,-1.0
000002000001200001220001221002111201121212,1,-1.0
000002000201200011220001221002111201121212,1,-1.0
000002000201200011220021221002111211121212,1,-1.0
002002000201200111220021221002111211121212,1,-1.0
002022001201200111220021221002111211121212,1,-1.0
002022001201200111222021221102111211121212,1,-1.0
022022001201200111222021221112111211121212,1,-1.0
022022001201220111222121221112111211121212,1,-1.0
000000000000000000000000000000010000001202,1,-1.0
000000000000000000000000020000011000001202,1,-1.0
000000000000000000000000220000011000101202,1,-1.0
000000000000000000000000220000011002111202,1,-1.0
000000000000000001000000220020011002111202,1,-1.0
000000000000000001000200220020111002111202,1,-1.0
000000000000000000000000000000010000022100,1,-1.0
000000000000000000000000000002010000122100,1,-1.0
000000000000000000000000100002010000122120,1,-1.0
000000000000000002000010100002010000122120,1,-1.0
000000000000000002000010100002010002122121,1,-1.0
000000000000000002000010100012210002122121,1,-1.0
000000000000000002000011100012212002122121,1,-1.0
000000000020000002000011100012212102122121,1,-1.0
000000000020000002000011120012212112122121,1,-1.0
000000000000000000000000000000000000010002,2,-1.0
000000000000000000000000000000000000011202,1,-1.0
000000000000000000000000000000010000211202,1,-1.0
000000000000000000000000020000011000211202,1,-1.0
000000000000000002000000120000011000211202,1,-1.0
000000000000000002000002120000111000211202,1,-1.0
000000000000000000000000000000020000021100,1,1.0
000000000000000000000000000000021000021120,1,1.0
000000000000000000200000010000021000021120,1,1.0
000000000000000000200000010000221001021120,1,1.0
000000000000000000200001210000221001021120,1,1.0
000000000000000001200001210000221001221120,1,1.0
000000000000000000000000002000000100001020,1,-1.0
000000000000000000010000002000000100001220,1,-1.0
000000000000000000010000002000020100001221,1,-1.0
000000000000000000010000002000020102101221,1,-1.0
000000000000000000010000102002020102101221,1,-1.0
000000000000000001010000102002022102101221,1,-1.0
000000000000000000000000000001000000122000,1,-1.0
000000000000000200000010000001000000122000,1,-1.0
000000000000000200000010000001002000122100,1,-1.0
000000000000000200000010000001102000122102,1,-1.0
000000000000000200000010010001122000122102,1,-1.0
000000000000000200000012110001122000122102,1,-1.0
000000000000000000000000200000010000211002,1,-1.0
000000000000000000000000200000010000211212,1,-1.0
000000000000000001000000200000210000211212,1,-1.0
000000000000000001000000200000210120211212,1,-1.0
000000000000000001020000201000210120211212,1,-1.0
000000000010000001020000201000212120211212,1,-1.0
000200000010000001020000201000212121211212,1,-1.0
000200000010000001020020201001212121211212,1,-1.0
000000000000000000000000000000020100002010,1,1.0
000000000000000000000000100000020100022010,1,1.0
000000000000000000020000101000020100022010,1,1.0
000000000000000000020000101000120100222010,1,1.0
000000000000000000020000101000120102222110,1,1.0
000000000000000000200000010000002000021121,1,1.0
000000000000000000200000210000012000021121,1,1.0
000000000000000001200000210000012200021121,1,1.0
000000000002000001200000210000112200021121,1,1.0
000000000002000001200000212000112210021121,1,1.0
000000000002000001210002212000112210021121,1,1.0
000000000022000011210002212000112210021121,1,1.0
000000000022200011210002212000112210121121,1,1.0
000100000222200011210002212000112210121121,1,1.0
000000000000000000000000000000022000001100,1,1.0
000000000000000000000000000000022000001121,1,1.0
000000000000000000000000000000022000211121,1,1.0
000000000000000000000000000000222100211121,1,1.0
000000000000000000000000100002222100211121,1,1.0
000000000000000000000000000000021000001200,1,1.0
000000000000000000000000000000021001201200,1,1.0
000000000000000000000000200000021001201201,1,1.0
000000000000000002000000210000021001201201,1,1.0
000000000020000002100000210000021001201201,1,1.0
000000000000000000000000000000000002000100,1,-1.0
000000000000000000000000000000000002001120,1,-1.0
000000000000000000000000000000000002211120,1,-1.0
000000000000000000000000000002001002211120,1,-1.0
000000000000000000000020000002011002211120,1,-1.0
000000000000000100000020000002011202211120,1,-1.0
000000000000000100200020010002011202211120,1,-1.0
000000002000000100200020110002011202211120,1,-1.0
000000000000000000000000000000010000001022,1,-1.0
000000000000000000000000200000010001001022,1,-1.0
000000000000000000000000200000010001211022,1,-1.0
000000000000000000000000200002110001211022,1,-1.0
000000000000000000000000200022110101211022,1,-1.0
000000000000000000000020200022110101211122,1,-1.0
000000000000000000000000000001020001201200,1,1.0
000000000000000200000010000001020001201200,1,1.0
000000000000000200000010000001021001201220,1,1.0
000000000000000200000010020001021001201221,1,1.0
000000000000000200200010020001021011201221,1,1.0
000000000000000200200010020201021111201221,1,1.0
000000000000000200202010120201021111201221,1,1.0
000000000002010200202010120201021111201221,1,1.0
000010200002010200202010120201021111201221,1,1.0
020010201002010200202010120201021111201221,1,1.0
020010201002010201202010120201021111221221,1,1.0
020010201022010201202010120211021111221221,1,1.0
020010201022010201202012120211121111221221,1,1.0
000000000000000000000000200000011000201200,1,-1.0
000000000000000001000000200002011000201200,1,-1.0
000000000000000001200000210002011000201200,1,-1.0
000000000000000001200020210002011000201201,1,-1.0
000000000000000101200020210002011000221201,1,-1.0
000000000000000101200022210002111000221201,1,-1.0
000000000021000101200022210002111000221201,1,-1.0
000000000021000111200022210002111020221201,1,-1.0
000000000021000111202022210102111020221201,1,-1.0
000200000021010111202022210102111020221201,1,-1.0
000220100021010111202022210102111020221201,1,-1.0
002220100121010111202022210102111020221201,1,-1.0
002220100121010111202022210102111021221221,1,-1.0
000000000000000000000000020000012000021100,1,1.0
000000000000000000100000020000012000021102,1,1.0
000000000000000000100000220000012010021102,1,1.0
000000000020000001100000220000012010021102,1,1.0
000200000020000001100000220100012010021102,1,1.0
000200000020020001101000220100012010021102,1,1.0
000200000020020001101000220100212010021112,1,1.0
000200000020020021101001220100212010021112,1,1.0
000200000020020021101001220102212010121112,1,1.0
000200000020020021101001220122212011121112,1,1.0
000200000020020221101011220122212011121112,1,1.0
000200002021020221101011220122212011121112,1,1.0
000000000000000000000000000000020000121000,1,-1.0
000000000000000000000000100000020000121002,1,-1.0
000000000000000000000000100002020000121012,1,-1.0
000000000000000000000002100002120000121012,1,-1.0
000000000000000020000002100002120000121112,1,-1.0
000000000000000021000022100002120000121112,1,-1.0
000200000010000021000022100002120000121112,1,-1.0
000200000210000021000022100002121000121112,1,-1.0
001200000210000221000022100002121000121112,1,-1.0
001200001210000221000022120002121000121112,1,-1.0
000000000000000000000000000200000010001002,2,0.0
000000000000000000000000000200020010001012,1,-1.0
000000000000000000000000100200020010201012,1,-1.0
000000000000000001002000100200020010201012,1,-1.0
000000000000020001002000100200020010211012,1,-1.0
000000000000000000000000200000010000201000,1,1.0
000000000000000000000000200000010000201120,1,1.0
000000000000000000000000200000012100201120,1,1.0
000000000000000002000000210000012100201120,1,1.0
000000000002000002100000210000012100201120,1,1.0
000000000012000002100000212000012100201120,1,1.0
000000000012000002110000212000012100221120,1,1.0
000200000012000002110000212000012101221120,1,1.0
000200000012000002110002212000112101221120,1,1.0
000200000012000022110002212001112101221120,1,1.0
000000000000000000000000000000000000200010,2,1.0
000000000000000000000000000000001000222110,1,1.0
000000000000000000000000000000011002222110,1,1.0
000000000000000000000000000002010000201000,1,1.0
000000000000000000000020000002010000201001,1,1.0
000000000000000200000020100002010000201001,1,1.0
000000000000000000000000020000001002021112,1,1.0
000000000000000000000000020000021102021112,1,1.0
000000000000000000000000220010021102021112,1,1.0
000000000000000000020000221010021102021112,1,1.0
000000000000000000000000000000000000021102,1,1.0
000000000000000000000000020000001000021102,1,1.0
000000000000000000000000220000011000021102,1,1.0
000000000000000000100000220000211000021102,1,1.0
000000000000000002100000220000211001021102,1,1.0
000000000020000002100000220000211011021102,1,1.0
000200000020000002100001220000211011021102,1,1.0
000000000000000000000000000000010000202010,1,1.0
000000000000000000000000000002010000212010,1,1.0
000000000000000000000010000002010200212010,1,1.0
000000000000000000000010100002010200212012,1,1.0
000000000000000002000010101002010200212012,1,1.0
000000000000000002020010101002010210212012,1,1.0
000000000010000002020010101202010210212012,1,1.0
000100000010000002020010101202010212212012,1,1.0
000100000010000102022010101202010212212012,1,1.0
000100000010210102022010101202010212212012,1,1.0
000100000010210102022012101202110212212012,1,1.0
000000000000000000000000020000001000001200,1,1.0
000000000000000000000000020000001001201200,1,1.0
000000000000000000200000020000001001201201,1,1.0
000000000000000000200000020000021001201211,1,1.0
000000000001000000200000020000021021201211,1,1.0
000000000001000000202000020100021021201211,1,1.0
000000000001000000202000020110021221201211,1,1.0
000000000001002000202100020110021221201211,1,1.0
000000000001002000202100220110021221211211,1,1.0
000000000001012002202100220110021221211211,1,1.0
000000100021012002202100220110021221211211,1,1.0
000000000000000000000000000000010000001220,1,-1.0
000000000000000000000000000000011000201220,1,-1.0
000000000000000000000000000001011200201220,1,-1.0
000000000000000000000000020001011200211220,1,-1.0
000000000000000000000000000000200000010201,1,1.0
000000000000000000000000000000202010010201,1,1.0
000000000000000000000001000000202010012201,1,1.0
000000000000000000000001010000222010012201,1,1.0
000000000000000000002001010100222010012201,1,1.0
000000000000020000002001010100222011012201,1,1.0
000000000000020010002001010100222011012221,1,1.0
000000000000020010002001012100222111012221,1,1.0
000000000000000000000000000000000001201020,1,1.0
000000000000000000000000000000000101201220,1,1.0
000000000000000000000000000012000101201220,1,1.0
000000000000000000000000002012000101201221,1,1.0
000000000000000000000010002012020101201221,1,1.0
000000000000000000000010102012022101201221,1,1.0
000000000000000002000010112012022101201221,1,1.0
000000000002000002100010112012022101201221,1,1.0
000000000002002002100110112012022101201221,1,1.0
000000000002202002110110112012022101201221,1,1.0
000001020002202002110110112012022101201221,1,1.0
000001020002202002110110112212022111201221,1,1.0
100001020022202002110110112212022111201221,1,1.0
100201020022202102110110112212022111201221,1,1.0
120201021022202102110110112212022111201221,1,1.0
120201021022222102111110112212022111201221,1,1.0
000000000000000000000000000000001000202100,1,-1.0
000000000000000000000000010000001000222100,1,-1.0
000000000000000000000000000000020000002110,1,-1.0
000000000000000000000000000000020020002111,1,-1.0
000000000000000000000000200000020120002111,1,-1.0
000000000000000001000000200000020122002111,1,-1.0
000000000000000001020000201000020122002111,1,-1.0
000000000000000001020000221000021122002111,1,-1.0
000000000000000001020000221200021122012111,1,-1.0
000000000000000001120000221220021122012111,1,-1.0
000000000001000001120200221220021122012111,1,-1.0
000020000001001001120200221220021122012111,1,-1.0
000020020011001001120200221220021122012111,1,-1.0
000020020011101001120200221220021122212111,1,-1.0
000020020011101001120200221222121122212111,1,-1.0
000022020011101001120201221222121122212111,1,-1.0
000000000000000000000000000000000201002010,1,1.0
000000000000000000000000000000020201012010,1,1.0
000000000000000000000000201000020201012010,1,1.0
000000000000000001000000201000220201012010,1,1.0
000000000000000001000000201000220221012011,1,1.0
000000000000200001010000201000220221012011,1,1.0
000000000000200001010001201020220221012011,1,1.0
000000000000200001010101201220220221012011,1,1.0
000000000000200011010101201220220221012211,1,1.0
000000000000201011010101201220222221012211,1,1.0
000000000000000000000000000000002100000210,1,1.0
000000000000000000000000002000002100000211,1,1.0
000000000000000000000000022000002100001211,1,1.0
000000000002000000100000022000002100001211,1,1.0
000000000002000000100000222000012100001211,1,1.0
000000000002000002110000222000012100001211,1,1.0
